model,forecast_date,target,target_week_end,national_raw_error,national_log_difference,national_percentage_error,national_bre,cc_national_score,cc_national_rank,cc_national_rank_percentile,state_point_forecasts_num,state_log_difference_squared,state_pearson_fit_statistic,state_mean_absolute_error,state_geo_mean_log_difference,state_median_log_difference,state_bre,state_bre_signed,state_pred_25,state_missed_by_2x,state_rmse,state_mape,state_smape,cc_state_point_score,cc_state_point_rank,cc_state_point_rank_percentile,state_range_forecasts_num,state_range_capture_rate_95pi,state_range_capture_rate_50pi,state_range_10th_percentile_width,state_range_25th_percentile_width,state_range_50th_percentile_width,state_range_average_width,state_range_75th_percentile_width,state_range_90th_percentile_width,state_ranges_gt_4x,state_ranges_gt_10x,state_ranges_95PI_score,state_ranges_interval_normalized,state_ranges_precision_raw,state_ranges_precision_95pi_adjusted,cc_state_range_score,cc_state_range_rank,cc_state_range_rank_percentile,cc_state_range_score_v2,cc_state_range_rank_v2,cc_state_range_rank_percentile_v2,state_ranges_50PI_score,state_ranges_synthetic_wis,state_ranges_synthetic_wis_sharpness,state_ranges_synthetic_wis_penalty,state_ranges_synthetic_wis_rank_percentile,state_mean_absolute_error_rank_percentile,state_log_difference_squared_rank_percentile,state_pearson_rank_percentile,state_log_difference_geo_mean_rank_percentile,state_rmse_rank_percentile,state_mape_rank_percentile,state_smape_rank_percentile,state_bre_rank_percentile,state_pred25_rank_percentile
LANL,7/27/2020,2 wk ahead inc death,8/8/2020,-6737,-0.537,-41.56%,-71.13%,0%,29,9.68%,51,25.5,6293.02,159.31,41.81%,-35.06%,88.93%,-40.57%,25.49%,39.22%,445,55.75%,55.33%,5.08%,23,30.44%,51,92.16%,0,5.455,7.24,12.308,27.583,24,88,92.16%,58.82%,113688,224.9,11.69%,24.40%,0.00%,22,8.70%,39.85%,14,43.48%,64536,213.14,7.31,205.83,30.43%,12.00%,36.00%,12.00%,12.00%,4.00%,32.00%,24.00%,28.00%,16.00%
LNQ,7/27/2020,2 wk ahead inc death,8/8/2020,-2018,-0.133,-12.45%,-14.22%,75%,13,61.29%,51,31.45,1743.51,91.22,31.19%,-27.70%,59.75%,-44.44%,39.22%,25.49%,249.43,38.46%,50.96%,29.67%,15,86.96%,51,100.00%,0,8.029,14.373,28.167,74.703,99.5,176,100.00%,80.39%,26983,195.7,5.21%,10.87%,0.00%,22,8.70%,20.55%,21,13.04%,64536,167.32,11.02,156.29,86.96%,68.00%,16.00%,76.00%,44.00%,68.00%,72.00%,36.00%,52.00%,64.00%
LSHTM,7/27/2020,2 wk ahead inc death,8/8/2020,1503,0.089,9.27%,9.27%,90%,6,83.87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIT-CovAlliance,7/27/2020,2 wk ahead inc death,8/8/2020,-7646,-0.638,-47.17%,-89.29%,0%,32,0.00%,51,27.61,7052.87,183.8,38.04%,-20.76%,94.24%,-54.18%,27.45%,33.33%,540.15,48.65%,55.39%,9.39%,21,8.70%,51,80.39%,0,9.215,9.471,9.75,11.563,10.845,17,78.43%,27.45%,186810,222.8,16.84%,35.16%,2.10%,21,13.04%,42.58%,13,47.83%,64536,246.75,7.39,239.36,8.70%,0.00%,32.00%,4.00%,28.00%,0.00%,48.00%,20.00%,16.00%,32.00%
MOBS,7/27/2020,2 wk ahead inc death,8/8/2020,-1864,-0.122,-11.50%,-12.99%,75%,11,67.74%,50,19.22,6285.25,126.56,32.58%,-11.75%,70.23%,4.30%,32.00%,26.00%,331.5,56.71%,45.42%,22.22%,17,17.39%,50,60.00%,0,1.455,1.847,2.55,8.757,6.409,22.169,24.00%,20.00%,132109,321.7,37.75%,78.82%,37.20%,7,73.91%,53.67%,12,52.17%,64500,219.51,4.35,215.16,17.39%,20.00%,52.00%,16.00%,40.00%,16.00%,24.00%,48.00%,44.00%,44.00%
NotreDame-Mobility,7/27/2020,2 wk ahead inc death,8/8/2020,-5982,-0.461,-36.91%,-58.49%,0%,27,16.13%,51,23.76,3929.6,145.53,43.91%,-43.53%,89.99%,-54.60%,27.45%,41.18%,336.96,49.14%,53.40%,10.56%,20,21.74%,51,68.63%,0,2.493,3.425,9.913,37.513,44,78,56.86%,43.14%,130023,263.5,13.50%,28.18%,12.40%,19,21.74%,20.66%,19,21.74%,64536,217.71,4.68,213.02,21.74%,16.00%,40.00%,36.00%,8.00%,12.00%,44.00%,28.00%,24.00%,32.00%
Oliver Wyman,7/27/2020,2 wk ahead inc death,8/8/2020,-2369,-0.158,-14.62%,-17.12%,75%,16,51.61%,51,11.66,1748.46,84.2,24.53%,-5.26%,45.32%,-5.31%,43.14%,9.80%,223.48,36.04%,35.09%,63.72%,7,95.65%,51,94.12%,0,2.965,4.095,9.565,104.549,51,278,66.67%,49.02%,28469,124.4,10.03%,20.93%,28.90%,11,56.52%,36.55%,17,30.43%,64536,166.85,7.82,159.03,95.65%,84.00%,80.00%,72.00%,76.00%,76.00%,80.00%,76.00%,80.00%,76.00%
PSI,7/27/2020,2 wk ahead inc death,8/8/2020,521,0.032,3.21%,3.21%,100%,2,96.77%,51,47.65,3441.38,107.22,46.74%,-35.67%,118.50%,-75.79%,23.53%,37.26%,210.56,55.27%,65.26%,8.88%,22,34.78%,51,37.26%,0,1.406,1.595,1.934,9.399,4.417,11.222,17.65%,9.80%,124658,543.8,45.38%,94.74%,20.60%,16,34.78%,38.94%,15,39.13%,64536,209.66,2.77,206.89,34.78%,44.00%,4.00%,44.00%,4.00%,92.00%,36.00%,4.00%,4.00%,8.00%
QJHong,7/27/2020,2 wk ahead inc death,8/8/2020,-1406,-0.091,-8.67%,-9.50%,90%,7,80.65%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STH,7/27/2020,2 wk ahead inc death,8/8/2020,-601,-0.038,-3.71%,-3.85%,100%,3,93.55%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA,7/27/2020,2 wk ahead inc death,8/8/2020,-1427,-0.092,-8.80%,-9.65%,90%,8,77.42%,51,14.11,1402.51,67.98,22.65%,2.82%,50.92%,2.88%,49.02%,13.73%,186.56,40.42%,35.44%,66.47%,5,43.48%,51,52.94%,0,1.241,1.409,1.659,2.818,2.397,5,11.77%,3.92%,90096,349.1,62.30%,100.00%,43.30%,5,82.61%,55.73%,9,65.22%,64536,189.55,1.44,188.1,43.48%,100.00%,68.00%,96.00%,92.00%,100.00%,64.00%,72.00%,72.00%,92.00%
UCLA,7/27/2020,2 wk ahead inc death,8/8/2020,-1804,-0.118,-11.13%,-12.52%,75%,10,70.97%,51,30.85,3265.81,90.25,29.44%,-10.92%,96.95%,-20.01%,39.22%,23.53%,234.58,62.56%,49.01%,33.23%,14,13.04%,51,19.61%,0,1.089,1.109,1.15,2.106,1.326,4,0.00%,0.00%,156522,1014.6,77.51%,100.00%,20.60%,16,34.78%,20.64%,20,17.39%,64536,220.09,0.65,219.43,13.04%,76.00%,20.00%,48.00%,48.00%,72.00%,16.00%,44.00%,12.00%,64.00%
UCM,7/27/2020,2 wk ahead inc death,8/8/2020,-6590,-0.522,-40.66%,-68.51%,0%,28,12.90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UM,7/27/2020,2 wk ahead inc death,8/8/2020,-6814,-0.545,-42.04%,-72.53%,0%,30,6.45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UMass-MB,7/27/2020,2 wk ahead inc death,8/8/2020,-3385,-0.234,-20.88%,-26.40%,75%,21,35.48%,51,19.36,6677.09,105.14,25.79%,-13.35%,80.75%,23.41%,35.29%,9.80%,305.83,70.53%,38.76%,39.52%,12,69.57%,51,90.20%,0,3.152,3.992,4.667,8.056,7.857,19.64,50.98%,13.73%,47192,310.4,28.10%,58.67%,41.30%,6,78.26%,77.86%,4,86.96%,64536,177.7,6.86,170.84,69.57%,52.00%,48.00%,8.00%,68.00%,32.00%,8.00%,60.00%,36.00%,56.00%
USC,7/27/2020,2 wk ahead inc death,8/8/2020,-5195,-0.386,-32.05%,-47.17%,0%,26,19.36%,51,14.64,2403.26,104.25,29.23%,-10.82%,53.69%,-13.76%,43.14%,13.73%,310.41,38.86%,37.68%,50.09%,9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.00%,64.00%,60.00%,52.00%,28.00%,68.00%,68.00%,68.00%,76.00%
UT,7/27/2020,2 wk ahead inc death,8/8/2020,4623,0.251,28.52%,28.52%,0%,23,29.03%,51,15.45,4668.49,115.08,29.13%,18.97%,58.26%,33.45%,33.33%,17.65%,249.44,55.93%,41.44%,35.36%,13,52.17%,51,82.35%,0,2.36,2.796,4.221,13.886,9.952,34.2,47.06%,23.53%,55360,341.3,26.67%,55.69%,37.20%,7,73.91%,67.05%,6,78.26%,64536,182.55,9.4,173.16,52.17%,28.00%,60.00%,28.00%,56.00%,64.00%,28.00%,56.00%,56.00%,48.00%
YYG,7/27/2020,2 wk ahead inc death,8/8/2020,-3028,-0.207,-18.68%,-22.97%,75%,19,41.94%,51,8.52,1679.16,91.16,23.72%,0.00%,42.16%,-13.78%,49.02%,7.84%,250.43,29.27%,30.30%,70.24%,3,82.61%,51,90.20%,0,2.74,3.967,7.938,9.844,10.282,12,66.67%,23.53%,40311,116,24.31%,50.74%,24.80%,14,43.48%,70.68%,5,82.61%,64536,172.75,6.91,165.84,82.61%,72.00%,92.00%,84.00%,88.00%,56.00%,96.00%,96.00%,92.00%,92.00%
Baseline,7/27/2020,3 wk ahead inc death,8/15/2020,-5644,-0.275,-24.06%,-31.69%,0%,22,32.26%,51,17.02,3867.59,154.41,26.10%,-17.41%,62.36%,-14.02%,39.22%,13.73%,385.14,45.90%,40.64%,51.13%,10,100.00%,51,84.31%,0.451,3.724,3.929,3.989,3.849,4,4.019,0.00%,0.00%,36636,281.5,41.36%,86.34%,88.80%,1,100.00%,86.89%,1,100.00%,25138,94.01,30.7,63.3,100.00%,44.00%,68.00%,56.00%,60.00%,44.00%,60.00%,60.00%,60.00%,64.00%
CMU,7/27/2020,3 wk ahead inc death,8/15/2020,NA,NA,NA,NA,NA,NA,NA,51,11.17,2508.9,125.78,20.24%,-4.54%,43.08%,-4.20%,50.98%,7.84%,342.22,35.64%,31.89%,71.43%,3,86.96%,51,92.16%,0,1.964,2.883,4.1,49.31,7.07,23.5,47.06%,13.73%,29263,121.2,27.37%,57.15%,47.50%,3,91.30%,78.64%,2,95.65%,93300,236.98,9.44,227.54,86.96%,68.00%,84.00%,72.00%,100.00%,56.00%,92.00%,88.00%,92.00%,92.00%
Columbia,7/27/2020,3 wk ahead inc death,8/15/2020,2293,0.093,9.78%,9.78%,90%,11,67.74%,51,68.87,6343.79,148.2,39.67%,18.59%,72.75%,56.50%,29.41%,35.29%,272.88,79.65%,62.56%,17.27%,18,73.91%,51,96.08%,0,3.168,4.455,8.415,48.679,35.5,180,72.55%,39.22%,50172,253.5,12.72%,26.56%,24.80%,11,56.52%,46.06%,12,52.17%,93300,248.94,16.07,232.88,73.91%,56.00%,0.00%,40.00%,28.00%,84.00%,16.00%,8.00%,56.00%,40.00%
Columbia-UNC,7/27/2020,3 wk ahead inc death,8/15/2020,-3737,-0.174,-15.93%,-18.95%,75%,17,48.39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Covid19Sim,7/27/2020,3 wk ahead inc death,8/15/2020,-3313,-0.152,-14.13%,-16.45%,75%,13,61.29%,51,9.03,1739.53,84.1,21.43%,0.46%,43.05%,12.55%,54.90%,11.77%,215.91,37.47%,30.55%,75.56%,1,47.83%,51,37.26%,0,1.066,1.119,1.241,2.643,2.261,4.5,11.77%,1.96%,125145,355.5,69.00%,100.00%,26.80%,10,60.87%,39.22%,13,47.83%,93300,269.78,1.35,268.43,47.83%,100.00%,100.00%,100.00%,92.00%,96.00%,88.00%,96.00%,96.00%,96.00%
DDS,7/27/2020,3 wk ahead inc death,8/15/2020,12446,0.426,53.06%,53.06%,0%,26,19.36%,51,19.05,21638.07,312.25,37.27%,2.20%,76.66%,14.73%,27.45%,23.53%,872.59,60.38%,45.93%,31.34%,14,34.78%,51,94.12%,0,4.975,5.546,6.913,21.41,16,52,94.12%,29.41%,94509,205.6,16.48%,34.41%,0.00%,20,17.39%,56.05%,8,69.57%,93300,292.12,30.71,261.41,34.78%,0.00%,60.00%,4.00%,36.00%,0.00%,32.00%,56.00%,48.00%,24.00%
Ensemble,7/27/2020,3 wk ahead inc death,8/15/2020,-1789,-0.079,-7.63%,-8.26%,90%,7,80.65%,51,9.76,2042.17,111.2,22.45%,-9.26%,37.68%,-10.37%,58.82%,7.84%,296.77,28.38%,29.34%,71.40%,4,95.65%,51,92.16%,0,2.511,3.316,4.348,11.874,10.05,32,47.06%,21.57%,31439,104.5,26.02%,54.31%,47.50%,3,91.30%,76.13%,3,91.30%,93300,235.64,8.17,227.47,95.65%,84.00%,92.00%,96.00%,84.00%,76.00%,100.00%,100.00%,100.00%,100.00%
ERDC,7/27/2020,3 wk ahead inc death,8/15/2020,5085,0.196,21.68%,21.68%,75%,18,45.16%,51,32.45,19438.66,245.04,42.46%,43.53%,114.54%,98.38%,23.53%,37.26%,457.01,112.05%,57.70%,2.78%,24,4.35%,51,3.92%,0,1.095,1.12,1.177,1.324,1.361,1.703,0.00%,0.00%,423327,1700.2,87.00%,100.00%,4.10%,19,21.74%,4.13%,22,8.70%,93300,416.17,1.69,414.49,4.35%,16.00%,24.00%,8.00%,24.00%,24.00%,4.00%,16.00%,16.00%,20.00%
ESG,7/27/2020,3 wk ahead inc death,8/15/2020,-9508,-0.52,-40.54%,-68.17%,0%,30,6.45%,49,45.5,7839.72,236.76,54.70%,-54.69%,163.29%,-119.24%,16.33%,51.02%,550.36,61.61%,70.85%,0.00%,26,0.00%,49,10.20%,0,1.019,1.057,1.129,1.783,1.318,3.632,2.04%,0.00%,418776,1059.4,79.94%,100.00%,8.30%,17,30.43%,0.74%,23,4.35%,92120,425.72,1.06,424.66,0.00%,20.00%,8.00%,32.00%,0.00%,20.00%,28.00%,4.00%,0.00%,8.00%
GT-DeepCOVID,7/27/2020,3 wk ahead inc death,8/15/2020,-3329,-0.153,-14.19%,-16.54%,75%,14,58.07%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IHME,7/27/2020,3 wk ahead inc death,8/15/2020,-3704,-0.172,-15.79%,-18.75%,75%,16,51.61%,51,38.63,5286.53,139,36.31%,-16.08%,87.93%,-40.52%,29.41%,35.29%,287.72,51.63%,55.80%,22.91%,17,56.52%,51,76.47%,0,42,84,622,1491.922,1392,2300,76.47%,76.47%,97004,361.5,0.60%,1.25%,0.00%,20,17.39%,0.00%,23,4.35%,93300,266.67,15.54,251.13,56.52%,60.00%,16.00%,52.00%,40.00%,80.00%,48.00%,36.00%,40.00%,40.00%
ISU,7/27/2020,3 wk ahead inc death,8/15/2020,-6592,-0.33,-28.11%,-39.09%,0%,23,29.03%,49,31.42,3085.22,151.69,37.56%,-43.21%,93.93%,-70.44%,32.65%,36.74%,335.36,45.16%,56.91%,10.29%,21,30.44%,49,46.94%,0,1.687,1.991,2.47,6.218,3.83,18.133,8.16%,4.08%,133859,344.7,42.98%,89.74%,39.20%,6,78.26%,38.36%,19,21.74%,93212,294.1,4.34,289.75,30.43%,48.00%,32.00%,68.00%,32.00%,60.00%,64.00%,28.00%,36.00%,48.00%
JCB,7/27/2020,3 wk ahead inc death,8/15/2020,246,0.01,1.05%,1.05%,100%,1,100.00%,51,9.96,2045.16,99.33,23.82%,15.55%,47.09%,29.15%,39.22%,13.73%,208.25,44.55%,33.30%,63.35%,8,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.00%,88.00%,92.00%,76.00%,100.00%,68.00%,84.00%,84.00%,64.00%
JHU,7/27/2020,3 wk ahead inc death,8/15/2020,1537,0.063,6.55%,6.55%,90%,6,83.87%,51,27.88,7220.07,193.47,46.04%,50.24%,103.84%,74.43%,17.65%,33.33%,381.82,94.23%,57.42%,9.43%,22,65.22%,51,94.12%,0,3.337,4.675,7.75,48.776,20.373,185,70.59%,41.18%,48164,280.3,13.50%,28.19%,24.80%,11,56.52%,47.50%,11,56.52%,93300,255.04,18.24,236.8,65.22%,32.00%,36.00%,36.00%,16.00%,48.00%,8.00%,24.00%,24.00%,16.00%
Karlen,7/27/2020,3 wk ahead inc death,8/15/2020,418,0.018,1.78%,1.78%,100%,3,93.55%,51,12.35,3115.91,127.73,22.31%,-2.53%,53.02%,-2.82%,45.10%,13.73%,379.89,39.55%,34.96%,65.98%,7,60.87%,51,82.35%,0,2.042,2.475,3.5,16.382,9.95,60,35.29%,23.53%,82595,197.3,26.38%,55.08%,49.50%,2,95.65%,66.51%,6,78.26%,93300,259.06,10.39,248.67,60.87%,64.00%,80.00%,64.00%,88.00%,52.00%,76.00%,80.00%,76.00%,80.00%
LANL,7/27/2020,3 wk ahead inc death,8/15/2020,-10174,-0.569,-43.38%,-76.61%,0%,31,3.23%,51,26.7,8882.6,233.53,49.33%,-45.20%,94.28%,-50.45%,15.69%,33.33%,624.79,55.97%,57.99%,6.15%,23,39.13%,51,92.16%,0,6.834,8.951,16.133,40.992,35.2,138,92.16%,66.67%,121587,212.4,8.83%,18.44%,0.00%,20,17.39%,30.48%,17,30.43%,93300,291.15,11.87,279.28,39.13%,24.00%,40.00%,24.00%,8.00%,12.00%,40.00%,12.00%,32.00%,4.00%
LNQ,7/27/2020,3 wk ahead inc death,8/15/2020,-1985,-0.088,-8.46%,-9.25%,90%,9,74.19%,51,38.5,2174.04,122.59,31.15%,-28.39%,53.32%,-33.01%,41.18%,21.57%,306.15,39.47%,49.29%,34.04%,13,78.26%,51,100.00%,0,9.278,16.535,38.154,110.271,156.75,264,100.00%,82.35%,42945,214,3.95%,8.26%,0.00%,20,17.39%,15.83%,20,17.39%,93300,242.08,17.54,224.54,78.26%,76.00%,20.00%,84.00%,52.00%,72.00%,80.00%,44.00%,72.00%,68.00%
LSHTM,7/27/2020,3 wk ahead inc death,8/15/2020,5344,0.205,22.78%,22.78%,75%,20,38.71%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MIT-CovAlliance,7/27/2020,3 wk ahead inc death,8/15/2020,-11034,-0.636,-47.04%,-88.83%,0%,32,0.00%,51,32.08,10261.17,264.86,42.89%,-14.31%,106.65%,-65.12%,29.41%,39.22%,763.83,49.35%,57.51%,10.84%,20,13.04%,51,78.43%,0,10.739,11.025,11.462,14.74,13.414,19.667,78.43%,76.47%,277103,259.3,13.99%,29.20%,0.00%,20,17.39%,32.43%,14,43.48%,93300,359.47,11.4,348.07,13.04%,8.00%,28.00%,16.00%,20.00%,4.00%,52.00%,20.00%,20.00%,40.00%
MOBS,7/27/2020,3 wk ahead inc death,8/15/2020,-920,-0.04,-3.92%,-4.08%,100%,4,90.32%,50,20.23,8783.34,171.94,32.68%,-11.70%,74.09%,6.86%,32.00%,24.00%,419.84,59.36%,47.14%,27.70%,15,26.09%,50,64.00%,0,1.494,1.871,2.654,12.041,7.104,30.6,26.00%,20.00%,153511,296.4,34.21%,71.43%,39.20%,6,78.26%,54.20%,10,60.87%,93236,300.01,6.98,293.03,26.09%,36.00%,56.00%,28.00%,44.00%,40.00%,36.00%,52.00%,52.00%,44.00%
NotreDame-Mobility,7/27/2020,3 wk ahead inc death,8/15/2020,-7800,-0.404,-33.26%,-49.82%,0%,25,22.58%,51,25.27,5770.32,205.65,46.06%,-44.18%,95.58%,-53.89%,13.73%,39.22%,441.71,52.48%,55.86%,12.25%,19,43.48%,51,70.59%,0,2.815,3.87,13.583,57.59,66,123,62.75%,49.02%,130842,241.8,10.43%,21.77%,8.30%,17,30.43%,13.10%,21,13.04%,93300,290.68,7.88,282.8,43.48%,28.00%,48.00%,44.00%,12.00%,28.00%,44.00%,32.00%,28.00%,0.00%
Oliver Wyman,7/27/2020,3 wk ahead inc death,8/15/2020,-2083,-0.093,-8.88%,-9.75%,90%,10,70.97%,51,12.68,2353.86,110.02,25.03%,1.29%,48.24%,3.00%,43.14%,9.80%,258.34,39.12%,35.32%,66.84%,5,82.61%,51,96.08%,0,3.456,4.6,13.673,186.371,74,532,72.55%,52.94%,36435,150.8,7.36%,15.38%,24.80%,11,56.52%,28.39%,18,26.09%,93300,237.5,13.94,223.57,82.61%,88.00%,76.00%,76.00%,72.00%,88.00%,84.00%,76.00%,80.00%,72.00%
PSI,7/27/2020,3 wk ahead inc death,8/15/2020,5150,0.198,21.96%,21.96%,75%,19,41.94%,51,60.44,9954.44,248.51,51.61%,-34.07%,163.11%,-105.36%,17.65%,50.98%,598.72,63.32%,71.67%,1.86%,25,8.70%,51,31.37%,0,1.376,1.581,1.932,17.147,6.167,14,17.65%,9.80%,324484,667,42.05%,87.79%,14.40%,16,34.78%,31.53%,15,39.13%,93300,376.33,4.51,371.81,8.70%,12.00%,4.00%,20.00%,4.00%,16.00%,24.00%,0.00%,4.00%,16.00%
QJHong,7/27/2020,3 wk ahead inc death,8/15/2020,-285,-0.012,-1.22%,-1.23%,100%,2,96.77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STH,7/27/2020,3 wk ahead inc death,8/15/2020,2104,0.086,8.97%,8.97%,90%,8,77.42%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UA,7/27/2020,3 wk ahead inc death,8/15/2020,-1043,-0.045,-4.45%,-4.65%,100%,5,87.10%,51,15.83,2282.39,94,20.51%,3.91%,56.68%,12.87%,45.10%,13.73%,237.33,46.77%,36.07%,66.80%,6,52.17%,51,54.90%,0,1.25,1.419,1.722,3.203,2.492,4.5,9.80%,3.92%,117207,415.9,60.86%,100.00%,47.50%,3,91.30%,57.79%,7,73.91%,93300,268.05,2.52,265.53,52.17%,96.00%,72.00%,80.00%,96.00%,92.00%,56.00%,72.00%,68.00%,80.00%
UCLA,7/27/2020,3 wk ahead inc death,8/15/2020,-2595,-0.117,-11.06%,-12.44%,75%,12,64.52%,51,41.96,5422.18,122.86,27.02%,-18.17%,132.23%,-42.72%,39.22%,19.61%,313.55,70.18%,51.24%,35.72%,12,21.74%,51,29.41%,0,1.123,1.151,1.231,2.08,1.402,5,5.88%,1.96%,198022,1140.9,74.19%,100.00%,24.80%,11,56.52%,30.96%,16,34.78%,93300,305.47,1.33,304.14,21.74%,72.00%,12.00%,48.00%,56.00%,64.00%,20.00%,40.00%,8.00%,64.00%
UCM,7/27/2020,3 wk ahead inc death,8/15/2020,-9065,-0.489,-38.65%,-63.00%,0%,28,12.90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UM,7/27/2020,3 wk ahead inc death,8/15/2020,-9278,-0.503,-39.56%,-65.44%,0%,29,9.68%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UMass-MB,7/27/2020,3 wk ahead inc death,8/15/2020,-4583,-0.217,-19.54%,-24.29%,75%,21,35.48%,51,25.4,28240.23,154.47,25.36%,-11.74%,127.55%,69.20%,35.29%,11.77%,421.24,115.97%,38.46%,39.21%,11,69.57%,51,92.16%,0,3.722,4.909,5.817,11.402,9.639,29.5,74.51%,19.61%,59695,523.6,22.71%,47.41%,18.60%,15,39.13%,69.35%,5,82.61%,93300,253.79,12.41,241.39,69.57%,40.00%,44.00%,0.00%,68.00%,36.00%,0.00%,64.00%,12.00%,52.00%
USC,7/27/2020,3 wk ahead inc death,8/15/2020,-7637,-0.394,-32.56%,-48.28%,0%,24,25.81%,51,17.34,3648.39,149.29,25.58%,-9.02%,61.42%,-10.05%,50.98%,17.65%,426.98,43.63%,38.30%,55.66%,9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.00%,64.00%,60.00%,64.00%,32.00%,72.00%,68.00%,64.00%,92.00%
UT,7/27/2020,3 wk ahead inc death,8/15/2020,13510,0.455,57.60%,57.60%,0%,27,16.13%,51,23.89,16478.25,284.31,32.11%,18.64%,82.96%,60.32%,29.41%,19.61%,689.04,81.12%,48.16%,27.12%,16,17.39%,51,76.47%,0,2.353,2.929,4.67,25.281,12.015,35.561,47.06%,25.49%,168618,571.3,23.27%,48.58%,31.00%,8,69.57%,54.05%,9,65.22%,93300,318.13,19.39,298.74,17.39%,4.00%,52.00%,12.00%,48.00%,8.00%,12.00%,48.00%,44.00%,40.00%
